net,length_um
_02102_,13.1µm
_02393_,13.1µm
_03734_,13.1µm
_05154_,13.1µm
net1814,13.1µm
_03717_,13.08µm
_04503_,13.08µm
i_a[11],13.08µm
i_a[12],13.08µm
net2992,13.08µm
net1288,13.08µm
net3001,13.08µm
_03316_,13.07µm
net250,13.06µm
_02156_,13.04µm
_03366_,13.04µm
_03900_,13.04µm
_04229_,13.04µm
net404,13.04µm
_00749_,13.02µm
_00869_,13.02µm
_01272_,13.02µm
_03030_,13.02µm
_03091_,13.02µm
_04178_,13.02µm
_04249_,13.02µm
_05054_,13.02µm
_05778_,13.02µm
_06149_,13.02µm
_01293_,13.01µm
_02096_,13.01µm
_01554_,13µm
_05857_,13µm
_05976_,13µm
_06958_,13µm
_06969_,13µm
_04324_,12.99µm
net2164,12.985µm
_01008_,12.98µm
_01448_,12.98µm
_04418_,12.98µm
_05547_,12.98µm
_00739_,12.97µm
_01507_,12.96µm
_04241_,12.96µm
_07013_,12.96µm
net584,12.96µm
net2986,12.96µm
net2282,12.96µm
_01668_,12.94µm
_05273_,12.94µm
_05285_,12.94µm
_05405_,12.94µm
_05454_,12.94µm
net145,12.94µm
net1620,12.94µm
_00411_,12.92µm
_01001_,12.92µm
_03065_,12.92µm
_03303_,12.92µm
_04052_,12.92µm
_04607_,12.92µm
_05022_,12.92µm
_05410_,12.92µm
_05779_,12.92µm
net1140,12.92µm
_00436_,12.9µm
_01898_,12.9µm
_02041_,12.9µm
_04410_,12.9µm
_05350_,12.885µm
_00913_,12.88µm
_01326_,12.88µm
_02427_,12.88µm
_02552_,12.88µm
_02958_,12.88µm
_04601_,12.88µm
_00967_,12.84µm
_02576_,12.84µm
_06766_,12.84µm
net755,12.84µm
_00673_,12.82µm
net1338,12.82µm
_02142_,12.8µm
_02238_,12.8µm
_02961_,12.8µm
_03305_,12.8µm
_04868_,12.8µm
_05068_,12.8µm
_02501_,12.78µm
_05354_,12.78µm
i_a[3],12.77µm
_00701_,12.76µm
_02228_,12.76µm
_02345_,12.76µm
_06582_,12.76µm
_06931_,12.76µm
_06957_,12.76µm
net1286,12.76µm
_00724_,12.74µm
_02351_,12.74µm
_05505_,12.74µm
_05627_,12.74µm
net3242,12.74µm
_00566_,12.73µm
_00439_,12.72µm
_00932_,12.72µm
_01098_,12.72µm
_01516_,12.72µm
_02330_,12.72µm
_04531_,12.72µm
add_res\[15\],12.7µm
opcode,12.7µm
net3363,12.7µm
_01236_,12.68µm
_03301_,12.68µm
_05003_,12.68µm
_02404_,12.66µm
_02706_,12.66µm
_04280_,12.66µm
_02658_,12.64µm
_02940_,12.64µm
_03050_,12.64µm
_04240_,12.64µm
_05067_,12.64µm
_05153_,12.64µm
_05881_,12.64µm
add_res\[31\],12.64µm
net2317,12.64µm
net3353,12.64µm
_00795_,12.62µm
_02282_,12.62µm
_02881_,12.62µm
_03666_,12.62µm
_03714_,12.62µm
_04358_,12.62µm
net85,12.62µm
net3014,12.62µm
net3430,12.62µm
_03715_,12.61µm
_02182_,12.6µm
_06225_,12.6µm
o_res[1],12.6µm
_01189_,12.58µm
_01973_,12.58µm
_03429_,12.58µm
_05076_,12.58µm
_05278_,12.58µm
_06736_,12.58µm
net72,12.58µm
_01544_,12.56µm
_02853_,12.56µm
_03771_,12.56µm
_06591_,12.56µm
_01382_,12.54µm
_04620_,12.54µm
_04949_,12.54µm
_07027_,12.54µm
_03471_,12.52µm
_04391_,12.52µm
_05540_,12.52µm
_05905_,12.52µm
_01169_,12.5µm
_05061_,12.5µm
_05079_,12.5µm
_05170_,12.5µm
_05498_,12.5µm
_06390_,12.5µm
_06953_,12.5µm
_06975_,12.5µm
net763,12.5µm
net2872,12.5µm
net3421,12.5µm
_00876_,12.48µm
_01282_,12.48µm
_01789_,12.48µm
_01968_,12.48µm
_02010_,12.48µm
_04743_,12.48µm
_05066_,12.48µm
_05152_,12.48µm
_07098_,12.48µm
net666,12.48µm
_00697_,12.46µm
_02814_,12.46µm
_03739_,12.46µm
_04618_,12.46µm
_06412_,12.46µm
net2475,12.46µm
_04836_,12.45µm
_00840_,12.44µm
_04121_,12.44µm
_05178_,12.44µm
_05699_,12.44µm
_06288_,12.44µm
_02931_,12.43µm
_00038_,12.42µm
_02914_,12.42µm
_03434_,12.42µm
_03838_,12.42µm
_03944_,12.42µm
_04976_,12.42µm
_05194_,12.42µm
_05241_,12.42µm
_06950_,12.42µm
net3047,12.42µm
_04622_,12.4µm
i_b[22],12.4µm
net1588,12.4µm
net2699,12.39µm
_00846_,12.38µm
_01984_,12.38µm
_03212_,12.38µm
_03276_,12.38µm
_05499_,12.38µm
_06148_,12.38µm
_06795_,12.38µm
net957,12.38µm
net3093,12.38µm
net3059,12.38µm
_01576_,12.36µm
_03728_,12.36µm
_05626_,12.36µm
_00532_,12.34µm
_01026_,12.34µm
_01811_,12.34µm
_02040_,12.34µm
_02515_,12.34µm
_03594_,12.34µm
_05035_,12.34µm
_06741_,12.34µm
net537,12.34µm
_00309_,12.33µm
_05419_,12.325µm
_02860_,12.32µm
net1368,12.32µm
_03973_,12.31µm
_00542_,12.3µm
_01800_,12.3µm
_01801_,12.3µm
_02065_,12.3µm
_02532_,12.3µm
_02884_,12.3µm
_04725_,12.3µm
_00040_,12.28µm
_02295_,12.28µm
_02539_,12.28µm
_04793_,12.28µm
net45,12.28µm
net3327,12.28µm
net3359,12.28µm
_03558_,12.26µm
_03569_,12.26µm
_04756_,12.26µm
_05010_,12.26µm
_05334_,12.26µm
_06629_,12.26µm
_01211_,12.24µm
_01462_,12.24µm
_03025_,12.24µm
i_b[13],12.24µm
net3088,12.24µm
_00994_,12.22µm
_02550_,12.22µm
_04325_,12.22µm
_00612_,12.2µm
_01285_,12.2µm
_03574_,12.2µm
_03605_,12.2µm
_05250_,12.2µm
_05514_,12.2µm
multiplier_inst.man_final_r\[4\],12.2µm
net648,12.2µm
net953,12.2µm
_01526_,12.18µm
_02177_,12.18µm
_03619_,12.18µm
_04199_,12.18µm
_04225_,12.18µm
_05257_,12.18µm
_06588_,12.18µm
_07044_,12.18µm
net2650,12.18µm
_03724_,12.16µm
_04947_,12.16µm
_06169_,12.16µm
_06862_,12.16µm
adder_inst.i_b\[13\],12.16µm
net3383,12.16µm
_00489_,12.14µm
_02665_,12.14µm
_03552_,12.14µm
_03570_,12.14µm
_04309_,12.14µm
_06174_,12.14µm
_06265_,12.14µm
net3134,12.14µm
_00460_,12.12µm
_01058_,12.12µm
_03602_,12.12µm
_04549_,12.12µm
_05552_,12.12µm
_06509_,12.12µm
mul_res\[3\],12.12µm
net468,12.12µm
_00721_,12.1µm
_01483_,12.1µm
_02646_,12.1µm
_03486_,12.1µm
_07048_,12.1µm
adder_inst.is_zero_a_r,12.1µm
_00617_,12.08µm
_00979_,12.08µm
_01617_,12.08µm
_01657_,12.08µm
_01952_,12.08µm
_04466_,12.08µm
_05219_,12.08µm
_05495_,12.08µm
_05658_,12.08µm
_06212_,12.08µm
_06369_,12.08µm
_06845_,12.08µm
net548,12.08µm
_06203_,12.06µm
net1623,12.06µm
_06289_,12.05µm
_01315_,12.04µm
_01935_,12.04µm
_02261_,12.04µm
_03345_,12.04µm
_03759_,12.04µm
_03934_,12.04µm
_05215_,12.04µm
_05448_,12.04µm
_06196_,12.04µm
_00417_,12.02µm
_01134_,12.02µm
_01688_,12.02µm
net1672,12.02µm
net2471,12.02µm
_00396_,12µm
_00466_,12µm
_00722_,12µm
_00768_,12µm
_03545_,12µm
_03790_,12µm
_06025_,12µm
_06205_,12µm
_06267_,12µm
_00442_,11.98µm
_02711_,11.98µm
_03006_,11.98µm
_03831_,11.98µm
_03842_,11.98µm
_04377_,11.98µm
_05204_,11.98µm
_00755_,11.96µm
_00991_,11.96µm
_01980_,11.96µm
_02397_,11.96µm
_04826_,11.96µm
_06929_,11.96µm
_07062_,11.96µm
net975,11.96µm
_03866_,11.95µm
_03803_,11.94µm
i_b[0],11.94µm
i_b[16],11.94µm
i_b[17],11.94µm
net3183,11.94µm
_03024_,11.92µm
_03331_,11.92µm
_03726_,11.92µm
_05126_,11.92µm
_05372_,11.92µm
i_a[21],11.92µm
net554,11.92µm
_00451_,11.9µm
_00616_,11.88µm
_00879_,11.88µm
_01256_,11.88µm
_02874_,11.88µm
_06432_,11.88µm
_00364_,11.85µm
_01103_,11.84µm
_01180_,11.84µm
_02493_,11.84µm
_04875_,11.84µm
_07025_,11.84µm
net2937,11.84µm
_03793_,11.83µm
_02044_,11.82µm
_03250_,11.82µm
net1564,11.82µm
net2030,11.82µm
net3373,11.82µm
net3487,11.82µm
_07026_,11.81µm
_00773_,11.8µm
_00872_,11.8µm
_01296_,11.8µm
_02120_,11.8µm
_02578_,11.8µm
_05468_,11.8µm
net3102,11.8µm
net3151,11.8µm
net3485,11.8µm
_00021_,11.78µm
_00651_,11.78µm
_00694_,11.78µm
_02507_,11.78µm
_06159_,11.78µm
i_a[22],11.78µm
net453,11.78µm
_01604_,11.76µm
_01635_,11.76µm
_05575_,11.76µm
_06543_,11.76µm
_06936_,11.76µm
_00923_,11.74µm
_02066_,11.74µm
_03026_,11.74µm
_03799_,11.74µm
_06393_,11.74µm
_06528_,11.74µm
_06596_,11.74µm
adder_inst.i_b\[18\],11.74µm
net3474,11.74µm
_00578_,11.72µm
_02234_,11.72µm
_02414_,11.72µm
_02659_,11.72µm
_03058_,11.72µm
_04858_,11.72µm
net3036,11.72µm
_00594_,11.7µm
_02035_,11.7µm
_02611_,11.7µm
_04810_,11.7µm
_05916_,11.7µm
_06452_,11.7µm
i_b[8],11.7µm
mul_res\[17\],11.7µm
net3091,11.7µm
net1812,11.7µm
net1611,11.685µm
_00025_,11.68µm
_00709_,11.68µm
_00966_,11.68µm
_03269_,11.68µm
_03310_,11.68µm
_06429_,11.68µm
o_res[0],11.68µm
o_res[12],11.68µm
o_res[13],11.68µm
o_res[14],11.68µm
o_res[16],11.68µm
_00714_,11.66µm
_00906_,11.66µm
_01304_,11.66µm
_01775_,11.66µm
_01957_,11.66µm
_02732_,11.66µm
_03150_,11.66µm
_05812_,11.66µm
_05842_,11.66µm
net2974,11.66µm
net1039,11.66µm
_00760_,11.64µm
_01888_,11.64µm
_01978_,11.64µm
_02172_,11.64µm
_04978_,11.64µm
_05356_,11.64µm
_05444_,11.64µm
net1783,11.64µm
_01364_,11.62µm
_02591_,11.62µm
_04160_,11.62µm
_05732_,11.62µm
adder_inst.exp_larger_r\[1\],11.62µm
_01597_,11.61µm
_00026_,11.6µm
_02696_,11.6µm
_03242_,11.6µm
_04970_,11.6µm
_05703_,11.6µm
_01404_,11.58µm
_01894_,11.58µm
_03142_,11.58µm
_04657_,11.58µm
_05240_,11.58µm
_05516_,11.58µm
_05948_,11.58µm
_06805_,11.58µm
_06933_,11.58µm
net550,11.58µm
_02135_,11.56µm
_02195_,11.56µm
_02593_,11.56µm
_02610_,11.56µm
_03359_,11.56µm
net1270,11.56µm
_00110_,11.54µm
_00984_,11.54µm
_01877_,11.54µm
_02651_,11.54µm
_02753_,11.54µm
_02793_,11.54µm
_02859_,11.54µm
_06109_,11.54µm
adder_inst.i_a\[3\],11.54µm
net3159,11.54µm
_05391_,11.53µm
_00529_,11.52µm
_00537_,11.52µm
_02598_,11.52µm
_03262_,11.52µm
_04419_,11.52µm
_06978_,11.52µm
_02315_,11.5µm
_02894_,11.5µm
_03234_,11.5µm
_04715_,11.5µm
net3154,11.5µm
_00995_,11.48µm
_04042_,11.48µm
_05771_,11.48µm
_02916_,11.46µm
_02973_,11.46µm
_03209_,11.46µm
_03225_,11.46µm
_06374_,11.46µm
_06521_,11.46µm
_06763_,11.46µm
multiplier_inst.man_final_r\[16\],11.46µm
_03908_,11.45µm
_00972_,11.44µm
_00517_,11.42µm
_01130_,11.42µm
_01206_,11.42µm
_02280_,11.42µm
_03696_,11.42µm
_03919_,11.42µm
_04148_,11.42µm
_04543_,11.42µm
_06574_,11.42µm
_06938_,11.42µm
_07039_,11.42µm
net3465,11.42µm
_07032_,11.415µm
_06912_,11.4µm
net61,11.4µm
_01266_,11.38µm
_02614_,11.38µm
_04544_,11.38µm
_05000_,11.38µm
_05385_,11.38µm
_06361_,11.38µm
_00506_,11.36µm
_02571_,11.36µm
_06864_,11.36µm
net820,11.36µm
net3361,11.36µm
_03816_,11.34µm
_04109_,11.34µm
_04790_,11.34µm
_05292_,11.34µm
_06602_,11.34µm
net2436,11.34µm
_06998_,11.33µm
_00744_,11.32µm
_00844_,11.32µm
_01121_,11.32µm
_01250_,11.32µm
_02382_,11.32µm
_02802_,11.32µm
net1551,11.32µm
_00780_,11.3µm
_01280_,11.3µm
_02475_,11.3µm
_02928_,11.3µm
_03283_,11.3µm
_03625_,11.3µm
_04691_,11.3µm
_05607_,11.3µm
_00046_,11.28µm
_01244_,11.28µm
_02184_,11.28µm
_04106_,11.28µm
_04441_,11.26µm
_04555_,11.26µm
_06420_,11.26µm
_00582_,11.24µm
_01262_,11.24µm
_02603_,11.24µm
_03791_,11.24µm
_04131_,11.24µm
_04149_,11.24µm
_04159_,11.24µm
_04243_,11.24µm
_04277_,11.24µm
_05435_,11.24µm
_05755_,11.24µm
_05869_,11.24µm
_05887_,11.24µm
_06108_,11.24µm
_05224_,11.235µm
_02985_,11.22µm
_03473_,11.22µm
_06660_,11.22µm
o_res[2],11.22µm
o_res[4],11.22µm
_00435_,11.2µm
_01013_,11.2µm
_01714_,11.2µm
_03613_,11.2µm
_03874_,11.2µm
_04003_,11.2µm
_06275_,11.2µm
_06636_,11.2µm
_06941_,11.2µm
net2953,11.2µm
net1294,11.2µm
net1790,11.2µm
_05726_,11.195µm
_00826_,11.18µm
_02296_,11.18µm
_03439_,11.18µm
_03860_,11.18µm
_04315_,11.18µm
_06422_,11.18µm
net2807,11.18µm
_01681_,11.16µm
_02428_,11.16µm
_02731_,11.16µm
_03306_,11.16µm
_03449_,11.16µm
_04095_,11.16µm
_04340_,11.16µm
_04843_,11.16µm
_05642_,11.16µm
_05729_,11.16µm
net3110,11.16µm
_05601_,11.15µm
_01529_,11.14µm
_01748_,11.14µm
_02129_,11.14µm
_04085_,11.14µm
_05717_,11.14µm
_00104_,11.12µm
_02543_,11.12µm
_02667_,11.12µm
_04960_,11.12µm
_05296_,11.12µm
net100,11.12µm
net3470,11.12µm
_04398_,11.1µm
_05019_,11.1µm
_00559_,11.08µm
_00681_,11.08µm
_01836_,11.08µm
_01940_,11.08µm
_02467_,11.08µm
_03110_,11.08µm
_04453_,11.08µm
_04467_,11.08µm
_05906_,11.08µm
_06406_,11.08µm
_06838_,11.08µm
net197,11.08µm
net474,11.08µm
net518,11.08µm
_02047_,11.07µm
_05445_,11.07µm
_07030_,11.07µm
_01961_,11.06µm
_03517_,11.06µm
_05496_,11.06µm
_01020_,11.04µm
_01454_,11.04µm
_03090_,11.04µm
_03985_,11.04µm
_06351_,11.04µm
net737,11.04µm
i_a[13],11.02µm
mul_res\[31\],11.02µm
net1740,11.02µm
net1317,11.02µm
_01735_,11.01µm
_01699_,11µm
_03097_,11µm
_05630_,11µm
_06484_,11µm
net65,11µm
net463,10.99µm
_02627_,10.98µm
_00467_,10.96µm
_01882_,10.96µm
_01979_,10.96µm
_02151_,10.96µm
_02599_,10.96µm
_02655_,10.96µm
_02674_,10.96µm
_02683_,10.96µm
_02925_,10.96µm
_03206_,10.96µm
net1807,10.96µm
net1341,10.955µm
_02771_,10.94µm
_03266_,10.94µm
_04719_,10.94µm
_05728_,10.94µm
_06577_,10.94µm
_00849_,10.92µm
_02043_,10.92µm
_04628_,10.92µm
_05161_,10.92µm
_05236_,10.92µm
multiplier_inst.man_final_r\[12\],10.92µm
_00338_,10.91µm
_01325_,10.9µm
_03691_,10.9µm
_00645_,10.88µm
_02204_,10.88µm
_04962_,10.88µm
_05167_,10.88µm
net1380,10.88µm
_02039_,10.86µm
_03231_,10.86µm
_03509_,10.86µm
_05031_,10.86µm
_05487_,10.86µm
_05933_,10.86µm
_05941_,10.86µm
net144,10.86µm
net1399,10.86µm
_04600_,10.84µm
_04937_,10.84µm
_05592_,10.83µm
_01589_,10.82µm
_02284_,10.82µm
_04488_,10.82µm
_04917_,10.82µm
_05088_,10.82µm
net3092,10.82µm
_04127_,10.8µm
_04222_,10.8µm
_05188_,10.8µm
_06431_,10.8µm
_01609_,10.78µm
_01769_,10.78µm
_02075_,10.78µm
_02474_,10.78µm
_02702_,10.78µm
_03346_,10.78µm
_04032_,10.78µm
_06015_,10.78µm
_06085_,10.78µm
add_res\[24\],10.78µm
adder_inst.i_b\[17\],10.78µm
_02136_,10.76µm
_02496_,10.76µm
_02649_,10.76µm
_03106_,10.76µm
_03368_,10.76µm
_04798_,10.76µm
_06042_,10.76µm
_06972_,10.76µm
net357,10.76µm
i_a[25],10.75µm
_01825_,10.74µm
_02085_,10.74µm
_04083_,10.74µm
_06132_,10.74µm
_06914_,10.74µm
net1695,10.74µm
_00342_,10.73µm
_00490_,10.72µm
_00853_,10.72µm
_01479_,10.72µm
_01913_,10.72µm
_05032_,10.72µm
_06459_,10.72µm
adder_inst.sum_raw\[21\],10.72µm
net834,10.72µm
_00055_,10.7µm
_01632_,10.7µm
_02886_,10.7µm
_02952_,10.7µm
_05286_,10.7µm
_06492_,10.7µm
_06919_,10.7µm
_06997_,10.7µm
_07090_,10.7µm
net570,10.7µm
_00271_,10.69µm
_03735_,10.68µm
net2979,10.68µm
net3149,10.68µm
_00726_,10.66µm
_01144_,10.66µm
_03116_,10.66µm
_03676_,10.66µm
_04322_,10.66µm
_04587_,10.66µm
_05370_,10.66µm
_06308_,10.66µm
_06505_,10.66µm
net3164,10.66µm
_02325_,10.64µm
_04028_,10.64µm
_04279_,10.64µm
_06326_,10.64µm
_06873_,10.64µm
_03302_,10.62µm
_03896_,10.62µm
_04184_,10.62µm
_04308_,10.62µm
_06447_,10.62µm
net1077,10.62µm
net3435,10.62µm
_00507_,10.58µm
_01204_,10.58µm
_06099_,10.58µm
_06949_,10.58µm
multiplier_inst.exp_final\[5\],10.58µm
_01057_,10.56µm
_04035_,10.56µm
_06802_,10.56µm
_00106_,10.54µm
_00781_,10.54µm
_02399_,10.54µm
_02913_,10.54µm
_03155_,10.54µm
_03499_,10.54µm
_03651_,10.54µm
_05377_,10.54µm
net627,10.54µm
_00443_,10.525µm
net42,10.52µm
_00664_,10.5µm
_01065_,10.5µm
_01212_,10.5µm
_01420_,10.5µm
_02052_,10.5µm
_02511_,10.5µm
_03996_,10.5µm
_04282_,10.5µm
_04880_,10.5µm
net2255,10.5µm
net3156,10.5µm
_02774_,10.48µm
_02848_,10.48µm
_01214_,10.46µm
_01435_,10.46µm
_02557_,10.46µm
_03093_,10.46µm
_03886_,10.46µm
_06513_,10.46µm
net14,10.46µm
i_a[30],10.45µm
_04209_,10.44µm
_06259_,10.44µm
net3226,10.44µm
_02758_,10.42µm
_02878_,10.42µm
_04440_,10.42µm
_06836_,10.42µm
net1908,10.42µm
net2998,10.42µm
_00019_,10.4µm
_00444_,10.4µm
_02740_,10.4µm
_04383_,10.4µm
_04802_,10.4µm
_06333_,10.4µm
net328,10.4µm
net2219,10.4µm
_01709_,10.38µm
_02697_,10.38µm
_05089_,10.38µm
net966,10.38µm
_00028_,10.36µm
_03027_,10.36µm
net3053,10.36µm
net3350,10.36µm
_01242_,10.34µm
_01505_,10.34µm
_02352_,10.34µm
_02664_,10.34µm
_03891_,10.34µm
_03965_,10.34µm
_04226_,10.34µm
_04537_,10.34µm
_04738_,10.34µm
_05476_,10.33µm
_03330_,10.32µm
_03531_,10.32µm
_04316_,10.32µm
_04448_,10.32µm
_04689_,10.32µm
_04920_,10.32µm
_04984_,10.32µm
adder_inst.is_nan_r,10.32µm
net2982,10.32µm
_01193_,10.3µm
_01876_,10.3µm
_02960_,10.3µm
_05503_,10.3µm
net1752,10.3µm
_00592_,10.28µm
_00763_,10.28µm
_01107_,10.28µm
_02673_,10.28µm
_03220_,10.28µm
_03541_,10.28µm
_04384_,10.28µm
_04454_,10.28µm
_04838_,10.28µm
_05789_,10.28µm
_06548_,10.28µm
_06564_,10.28µm
_06761_,10.28µm
_06994_,10.28µm
_00311_,10.27µm
_02056_,10.26µm
_04108_,10.26µm
_06385_,10.26µm
_00713_,10.255µm
_00445_,10.24µm
_00786_,10.24µm
_01339_,10.24µm
_02036_,10.24µm
_02051_,10.24µm
_04550_,10.24µm
_05745_,10.24µm
_06479_,10.24µm
adder_inst.i_b\[7\],10.24µm
net3180,10.24µm
net1877,10.24µm
_02912_,10.22µm
_05075_,10.22µm
net3444,10.22µm
_01692_,10.2µm
_01892_,10.2µm
_03766_,10.2µm
_03879_,10.2µm
_04636_,10.2µm
_04791_,10.2µm
_06046_,10.2µm
_06144_,10.2µm
_06219_,10.2µm
_06675_,10.2µm
adder_inst.sign_b_r,10.2µm
net577,10.2µm
net3055,10.2µm
net3161,10.2µm
_05086_,10.19µm
_00564_,10.18µm
_00213_,10.17µm
_01102_,10.17µm
_00707_,10.16µm
_01247_,10.16µm
_01387_,10.16µm
_03646_,10.16µm
net441,10.16µm
_04097_,10.155µm
_01290_,10.14µm
_05606_,10.14µm
_06469_,10.14µm
net2777,10.14µm
_01896_,10.125µm
_03160_,10.12µm
_05770_,10.12µm
net3165,10.12µm
_05004_,10.1µm
_00638_,10.08µm
_00873_,10.08µm
_01181_,10.08µm
_01478_,10.08µm
_02083_,10.08µm
_04367_,10.08µm
_05329_,10.08µm
net3167,10.08µm
_01039_,10.06µm
_02069_,10.06µm
_02478_,10.06µm
_04397_,10.06µm
_06450_,10.06µm
net1148,10.06µm
_01254_,10.04µm
_01485_,10.04µm
_02283_,10.04µm
_03415_,10.04µm
_03645_,10.04µm
_00206_,10.03µm
_01820_,10µm
_03224_,10µm
_03603_,10µm
_06166_,10µm
mul_res\[5\],10µm
_02519_,9.98µm
_06034_,9.98µm
net10,9.98µm
net3027,9.98µm
_01320_,9.97µm
_01705_,9.96µm
_02477_,9.96µm
_03701_,9.96µm
_03857_,9.96µm
_04278_,9.96µm
adder_inst.i_a\[5\],9.96µm
net600,9.96µm
_05820_,9.95µm
_00314_,9.94µm
_00562_,9.94µm
_01570_,9.94µm
_02867_,9.94µm
_04266_,9.94µm
adder_inst.man_b_r\[10\],9.94µm
net3057,9.94µm
_00745_,9.92µm
_02046_,9.92µm
_03207_,9.92µm
_03347_,9.92µm
_03977_,9.92µm
_06460_,9.92µm
_00545_,9.915µm
_00198_,9.91µm
_03649_,9.91µm
_01319_,9.9µm
_03848_,9.9µm
_04969_,9.9µm
_06031_,9.9µm
_06097_,9.9µm
net434,9.9µm
net3471,9.9µm
i_a[28],9.89µm
_02460_,9.88µm
_02809_,9.88µm
_05144_,9.88µm
_07033_,9.88µm
net2922,9.88µm
_00881_,9.86µm
_01956_,9.86µm
_01997_,9.86µm
_02457_,9.86µm
_02760_,9.86µm
_03292_,9.86µm
_03480_,9.86µm
_04726_,9.86µm
_06640_,9.86µm
adder_inst.is_nan_b_r,9.86µm
_00595_,9.84µm
_01550_,9.84µm
_04104_,9.84µm
_04393_,9.84µm
_05165_,9.84µm
_06227_,9.84µm
_00482_,9.82µm
_00747_,9.82µm
_01261_,9.82µm
_02175_,9.82µm
_02215_,9.82µm
_04110_,9.82µm
_04894_,9.82µm
_05295_,9.82µm
_06407_,9.82µm
_07074_,9.82µm
net699,9.82µm
net2184,9.82µm
_01241_,9.8µm
_01343_,9.8µm
_01486_,9.8µm
_04046_,9.8µm
_05106_,9.8µm
_05237_,9.8µm
_05720_,9.8µm
_07088_,9.8µm
_00556_,9.78µm
_03627_,9.78µm
_03913_,9.78µm
_04072_,9.78µm
_05093_,9.78µm
_05335_,9.78µm
_07086_,9.78µm
net3243,9.78µm
net3186,9.78µm
net3453,9.78µm
_02354_,9.76µm
_04198_,9.76µm
_05758_,9.76µm
adder_inst.man_a_r\[3\],9.76µm
_01361_,9.74µm
_01502_,9.74µm
_03930_,9.74µm
_04421_,9.74µm
_07029_,9.74µm
net1000,9.74µm
_02263_,9.72µm
_04284_,9.72µm
_04629_,9.72µm
_05718_,9.72µm
_02986_,9.71µm
_00947_,9.7µm
_01651_,9.7µm
_01776_,9.7µm
_01971_,9.7µm
_02434_,9.7µm
_03076_,9.7µm
_04983_,9.7µm
_05635_,9.7µm
_06688_,9.7µm
net437,9.7µm
net2969,9.7µm
net3026,9.7µm
net3111,9.7µm
_00877_,9.68µm
_01044_,9.68µm
_04745_,9.68µm
_06352_,9.68µm
_06813_,9.68µm
_02141_,9.675µm
_01054_,9.66µm
_05553_,9.66µm
_06779_,9.66µm
_06996_,9.66µm
net3375,9.66µm
_04180_,9.65µm
_06363_,9.65µm
_05896_,9.64µm
i_a[10],9.64µm
i_b[11],9.64µm
_00169_,9.63µm
_00414_,9.63µm
_00525_,9.62µm
_01569_,9.62µm
_02031_,9.62µm
_02769_,9.62µm
_03061_,9.62µm
_03157_,9.62µm
_05158_,9.62µm
_05247_,9.62µm
net2126,9.62µm
net688,9.61µm
_00099_,9.6µm
_03504_,9.6µm
_03811_,9.58µm
_04547_,9.58µm
_07036_,9.58µm
net1819,9.58µm
net1066,9.58µm
_00999_,9.575µm
_05030_,9.56µm
_00032_,9.54µm
_03289_,9.54µm
_03991_,9.54µm
_04007_,9.54µm
net3073,9.54µm
_00318_,9.53µm
_01015_,9.52µm
_03817_,9.52µm
_04748_,9.52µm
_04926_,9.52µm
_06122_,9.52µm
_06362_,9.52µm
net3017,9.52µm
_01844_,9.515µm
_01177_,9.51µm
_01049_,9.5µm
_01056_,9.5µm
_02442_,9.5µm
_03631_,9.5µm
_03632_,9.5µm
_04445_,9.5µm
_05251_,9.5µm
_05937_,9.5µm
adder_inst.i_a\[2\],9.5µm
net1103,9.5µm
_00703_,9.48µm
_00811_,9.48µm
_03238_,9.48µm
_03339_,9.48µm
_03377_,9.48µm
_03887_,9.48µm
_04711_,9.48µm
_05678_,9.48µm
_06551_,9.48µm
_06755_,9.48µm
adder_inst.sum_raw\[22\],9.48µm
multiplier_inst.man_final_r\[8\],9.48µm
_00012_,9.46µm
_00463_,9.46µm
_06462_,9.46µm
net390,9.46µm
_01253_,9.44µm
_02329_,9.44µm
_02927_,9.44µm
_03318_,9.44µm
_04041_,9.44µm
_04139_,9.44µm
_04602_,9.44µm
net589,9.44µm
net920,9.44µm
_00751_,9.42µm
_01459_,9.42µm
_02900_,9.42µm
_02956_,9.42µm
_03083_,9.42µm
_04735_,9.42µm
_04891_,9.42µm
_05134_,9.42µm
_05389_,9.42µm
_06231_,9.42µm
_06544_,9.42µm
_01221_,9.4µm
_01777_,9.4µm
_03730_,9.4µm
_03980_,9.4µm
_05519_,9.4µm
net2950,9.4µm
net2994,9.4µm
net3015,9.4µm
_00690_,9.38µm
_01954_,9.38µm
_02642_,9.38µm
_03282_,9.38µm
_07093_,9.38µm
_01409_,9.36µm
_01421_,9.36µm
_01464_,9.36µm
_01543_,9.36µm
_01637_,9.36µm
_01747_,9.36µm
_01848_,9.36µm
_02210_,9.36µm
_02416_,9.36µm
_02492_,9.36µm
_02518_,9.36µm
_02979_,9.36µm
_02992_,9.36µm
_03314_,9.36µm
_04580_,9.36µm
_04650_,9.36µm
_04986_,9.36µm
_05622_,9.36µm
net2988,9.36µm
_01740_,9.34µm
_02905_,9.34µm
_04578_,9.34µm
_05401_,9.34µm
_05418_,9.34µm
_05803_,9.34µm
net178,9.34µm
_01425_,9.32µm
_01427_,9.32µm
_01693_,9.32µm
_05060_,9.32µm
_07065_,9.32µm
net1050,9.32µm
_03235_,9.3µm
_00321_,9.28µm
_00464_,9.28µm
_00916_,9.28µm
_02070_,9.28µm
_02444_,9.28µm
_03203_,9.28µm
_04165_,9.28µm
_06653_,9.28µm
_06659_,9.28µm
